CA	1977	4	70.61
CA	1978	1	73.17
CA	1978	2	75.94
CA	1978	3	78.57
CA	1978	4	81.58
CA	1979	1	84.82
CA	1979	2	88.56
CA	1979	3	93.1
CA	1979	4	96.32
CA	1980	1	100
CA	1980	2	102.93
CA	1980	3	106.6
CA	1980	4	108.41
CA	1981	1	110.72
CA	1981	2	113.11
CA	1981	3	116.53
CA	1981	4	117.87
CA	1982	1	115.43
CA	1982	2	116.4
CA	1982	3	116.97
CA	1982	4	116.98
CA	1983	1	117.79
CA	1983	2	117.8
CA	1983	3	117.59
CA	1983	4	118.02
CA	1984	1	119.82
CA	1984	2	120.43
CA	1984	3	121.92
CA	1984	4	123
CA	1985	1	124.74
CA	1985	2	126.55
CA	1985	3	129.4
CA	1985	4	130.8
CA	1986	1	132.47
CA	1986	2	135.03
CA	1986	3	137.95
CA	1986	4	141.3
CA	1987	1	144.96
CA	1987	2	148.49
CA	1987	3	153.19
CA	1987	4	157.52
CA	1988	1	163.28
CA	1988	2	170.04
CA	1988	3	178.15
CA	1988	4	187.93
CA	1989	1	196.71
CA	1989	2	206.44
CA	1989	3	218.31
CA	1989	4	225.23
CA	1990	1	227.92
CA	1990	2	228.69
CA	1990	3	230.6
CA	1990	4	229.05
CA	1991	1	228.84
CA	1991	2	227.39
CA	1991	3	227.41
CA	1991	4	229.1
CA	1992	1	227.86
CA	1992	2	225.5
CA	1992	3	225.05
CA	1992	4	222.96
CA	1993	1	219.46
CA	1993	2	217.58
CA	1993	3	215.72
CA	1993	4	214.43
CA	1994	1	212.3
CA	1994	2	207.19
CA	1994	3	204.16
CA	1994	4	201.09
CA	1995	1	199.84
CA	1995	2	201.69
CA	1995	3	203.97
CA	1995	4	203.7
CA	1996	1	203.69
CA	1996	2	201.1
CA	1996	3	200.72
CA	1996	4	201.76
CA	1997	1	202.81
CA	1997	2	204.82
CA	1997	3	208.91
CA	1997	4	212.56
CA	1998	1	217.12
CA	1998	2	221.82
CA	1998	3	227.62
CA	1998	4	231.98
CA	1999	1	235.57
CA	1999	2	239.63
CA	1999	3	245.12
CA	1999	4	250.29
CA	2000	1	261.15
CA	2000	2	268.23
CA	2000	3	277.22
CA	2000	4	285.79
CA	2001	1	296.76
CA	2001	2	305.82
CA	2001	3	312.28
CA	2001	4	316.66
CA	2002	1	325.13
CA	2002	2	336.16
CA	2002	3	348.79
CA	2002	4	358.96
CA	2003	1	367.26
CA	2003	2	374.11
CA	2003	3	386.71
CA	2003	4	411.38
CA	2004	1	424.56
CA	2004	2	451
CA	2004	3	496.76
CA	2004	4	515.62
CA	2005	1	538.11
CA	2005	2	569.38
CA	2005	3	597.32
CA	2005	4	623.93
CA	2006	1	636.81
CA	2006	2	642.46
CA	2006	3	644.37
CA	2006	4	640.34
CA	2007	1	631.29
CA	2007	2	620.5
CA	2007	3	597.88
CA	2007	4	574.05
CA	2008	1	542.32
CA	2008	2	498.4
CA	2008	3	461.27
CA	2008	4	445.53
CA	2009	1	441.25
CA	2009	2	421.13
CA	2009	3	411.91
CA	2009	4	413.28
CA	2010	1	410.47
CA	2010	2	409.33
CA	2010	3	411.4
CA	2010	4	406.79
CA	2011	1	392.6
CA	2011	2	386.43
CA	2011	3	387.85
CA	2011	4	386.52
CA	2012	1	382.12
CA	2012	2	383.01
CA	2012	3	391.19
CA	2012	4	399.28
CA	2013	1	408.3
CA	2013	2	427.55
CA	2013	3	452.12
CA	2013	4	467.2
CA	2014	1	477.46
CA	2014	2	490.07
CA	2014	3	500.49
CA	2014	4	506.21
CA	2015	1	510.34
CA	2015	2	523.6
CA	2015	3	539.38
CA	2015	4	546.89
CA	2016	1	552.77
CA	2016	2	561.68
CO	1975	1	54.11
CO	1975	2	54.32
CO	1975	3	54.37
CO	1975	4	55.04
CO	1976	1	54.77
CO	1976	2	59.76
CO	1976	3	59.83
CO	1976	4	61.52
CO	1977	1	64.43
CO	1977	2	65.63
CO	1977	3	69.17
CO	1977	4	73.28
CO	1978	1	76.17
CO	1978	2	80.11
CO	1978	3	84.51
CO	1978	4	88.04
